algorithm,inference,start_position,refine_iters,exec_horizon,checkpoint,metric,mean,std,n_trials,is_best
ibc,dfo,upside_down,10,1,Ibc2c_c256_imnet,dist,135.08,0.4384,2,
ibc,dfo,upside_down,25,1,Ibc2c_c256_imnet,dist,135.335,3.9527,2,
bc,deterministic,top,0,1,BC2c_ch16,dist,13.8367,7.3545,3,yes
bc,deterministic,top,0,2,BC2c_ch16,dist,23.165,1.6334,2,
bc,deterministic,top,0,4,BC2c_ch16,dist,20.425,3.4295,2,
bc,deterministic,top,0,8,BC2c_ch16,dist,26.995,1.5627,2,
bc,deterministic,bottom,0,1,BC2c_ch16,dist,18.6075,1.7266,4,yes
bc,deterministic,bottom,0,2,BC2c_ch16,dist,38.7733,17.2003,3,
bc,deterministic,bottom,0,4,BC2c_ch16,dist,35.51,13.8027,2,
bc,deterministic,bottom,0,8,BC2c_ch16,dist,22.445,2.8072,2,
bc,deterministic,left,0,1,BC2c_ch16,dist,14.235,4.0093,2,yes
bc,deterministic,left,0,2,BC2c_ch16,dist,23.73,14.4533,2,
bc,deterministic,left,0,4,BC2c_ch16,dist,25.605,13.23,2,
bc,deterministic,left,0,8,BC2c_ch16,dist,26.795,10.048,2,
bc,deterministic,top_right,0,1,BC2c_ch16,dist,83.4833,16.8417,3,
bc,deterministic,top_right,0,2,BC2c_ch16,dist,66.69,13.4492,2,yes
bc,deterministic,top_right,0,4,BC2c_ch16,dist,76.3,9.4187,2,
bc,deterministic,top_right,0,8,BC2c_ch16,dist,68.545,17.4443,2,
bc,deterministic,bottom_right,0,1,BC2c_ch16,dist,42.19,27.6424,3,yes
bc,deterministic,bottom_right,0,2,BC2c_ch16,dist,66.14,68.3631,2,
bc,deterministic,bottom_right,0,4,BC2c_ch16,dist,116.315,0.8697,2,
bc,deterministic,bottom_right,0,8,BC2c_ch16,dist,49.57,58.3362,3,
bc,deterministic,turned_left,0,1,BC2c_ch16,dist,48.325,31.8269,2,
bc,deterministic,turned_left,0,2,BC2c_ch16,dist,32.555,6.3286,2,
bc,deterministic,turned_left,0,4,BC2c_ch16,dist,28.08,0.297,2,yes
bc,deterministic,turned_left,0,8,BC2c_ch16,dist,29.655,0.2333,2,
bc,deterministic,turned_right,0,1,BC2c_ch16,dist,20.845,0.1768,2,yes
bc,deterministic,turned_right,0,2,BC2c_ch16,dist,23.135,0.3041,2,
bc,deterministic,turned_right,0,4,BC2c_ch16,dist,30.31,8.8106,2,
bc,deterministic,turned_right,0,8,BC2c_ch16,dist,22.345,0.8132,2,
bc,deterministic,upside_down,0,1,BC2c_ch16,dist,83.435,11.0238,2,
bc,deterministic,upside_down,0,2,BC2c_ch16,dist,80.0433,1.45,3,yes
bc,deterministic,upside_down,0,4,BC2c_ch16,dist,103.155,0.4879,2,
bc,deterministic,upside_down,0,8,BC2c_ch16,dist,90.87,7.8206,2,
