algorithm,seed_dir,inference,refine_iters,control_z,start_position,trial,device,n_infer,n_steps,exec_horizon,ms_per_infer_mean,ms_per_infer_median,ms_per_infer_p95,ms_per_infer_std,ms_first_infer,ms_per_step,infer_hz,net_evals_per_infer,gflops_per_infer,params_m
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,left,1,cuda,113,900,8,11.049,10.897,11.846,0.847,213.953,1.387,90.5,1.221,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,right,0,cuda,171,341,2,11.172,10.91,12.086,0.587,213.828,5.602,89.51,1.965,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,right,1,cuda,129,257,2,11.139,10.891,11.984,0.701,215.756,5.591,89.77,2.008,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,right,0,cuda,93,372,4,11.334,10.972,12.127,1.182,218.552,2.833,88.23,2.183,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,right,1,cuda,87,348,4,11.036,10.878,11.852,0.817,199.694,2.759,90.61,1.287,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,right,0,cuda,47,373,8,11.33,10.899,11.983,1.907,215.886,1.428,88.26,1.745,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,right,1,cuda,19,146,8,10.962,10.909,11.848,0.227,218.686,1.427,91.23,1.0,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,dfo,5,False,right,0,cuda,12,90,8,11.398,11.309,12.228,0.281,217.059,1.52,87.74,6,47.1813,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,0,cuda,147,294,2,11.028,10.888,11.71,1.05,218.613,5.514,90.68,1.238,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,1,cuda,288,577,2,11.049,10.924,11.676,0.848,215.595,5.515,90.5,1.191,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,2,cuda,132,265,2,11.024,10.891,11.712,0.649,214.57,5.491,90.71,1.189,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,0,cuda,134,535,4,11.117,10.962,12.047,0.546,214.58,2.785,89.95,1.56,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,0,cuda,185,740,4,10.991,10.92,11.214,0.515,222.265,2.748,90.98,1.054,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,1,cuda,1,2,4,220.455,220.455,220.455,0.0,220.455,110.228,4.54,1.0,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,1,cuda,222,885,4,11.03,10.906,11.93,0.462,215.843,2.767,90.66,1.338,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,0,cuda,99,785,8,11.104,10.916,11.916,1.194,209.644,1.4,90.06,1.253,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,1,cuda,44,352,8,11.071,10.894,11.019,1.087,214.618,1.384,90.33,1.114,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,2,cuda,102,814,8,11.004,10.897,11.14,0.752,210.92,1.379,90.88,1.098,45.5091,28.1631
q3c,/home/liralab-widowx/Q3CIBC/checkpoints/2026_07/L2c_ch16_scratch,argmax,5,False,turned_right,3,cuda,61,484,8,11.124,10.899,11.347,1.412,206.55,1.402,89.89,1.164,45.5091,28.1631
